time,strain
0.2524642464246425,-1.8971089113808837e-23
0.25248024802480246,-2.570708229249814e-23
0.2524962496249625,-2.8498115055526115e-23
0.2525122512251225,-2.6355340401335285e-23
0.2525282528252825,-2.5237625071711454e-23
0.25254425442544254,-2.477520591895299e-23
0.25256025602560256,-2.661974383855248e-23
0.2525762576257626,-3.07700211890792e-23
0.2525922592259226,-3.3691264241190673e-23
0.2526082608260826,-2.926631539566373e-23
0.25262426242624264,-3.3813147600122705e-23
0.25264026402640266,-3.157820968420198e-23
0.2526562656265627,-3.3468379084424194e-23
0.25267226722672265,-3.272324894770781e-23
0.25268826882688267,-3.3537782925883393e-23
0.2527042704270427,-3.7932190353362733e-23
0.2527202720272027,-3.531246188358711e-23
0.25273627362736273,-3.9585396351623516e-23
0.25275227522752275,-4.089764662461609e-23
0.25276827682768277,-4.040652576920452e-23
0.2527842784278428,-4.5439899418359254e-23
0.2528002800280028,-4.64971329618387e-23
0.25281628162816283,-4.5058678363480363e-23
0.25283228322832285,-4.1954067399134546e-23
0.25284828482848287,-4.770047387966473e-23
0.25286428642864284,-4.28847226130785e-23
0.25288028802880286,-4.808621341243981e-23
0.2528962896289629,-4.9310649812033157e-23
0.2529122912291229,-4.586121363297091e-23
0.2529282928292829,-5.131820411745192e-23
0.25294429442944294,-4.705933244419904e-23
0.25296029602960296,-4.9100624009881196e-23
0.252976297629763,-4.847238586389925e-23
0.252992299229923,-5.127499876282068e-23
0.253008300830083,-4.888745653810315e-23
0.25302430243024304,-5.0773068742992965e-23
0.25304030403040306,-5.436966039754469e-23
0.2530563056305631,-5.787375356821998e-23
0.25307230723072305,-5.2755142497066745e-23
0.25308830883088307,-6.008170945020014e-23
0.2531043104310431,-6.144510973735424e-23
0.2531203120312031,-5.61803540020553e-23
0.25313631363136313,-5.731439933497971e-23
0.25315231523152315,-6.473871420702704e-23
0.25316831683168317,-6.527122786336309e-23
0.2531843184318432,-6.633728823533588e-23
0.2532003200320032,-6.667023132345919e-23
0.25321632163216323,-6.234386412647359e-23
0.25323232323232325,-6.628603109078352e-23
0.2532483248324833,-7.163203297600107e-23
0.25326432643264324,-6.87526884227545e-23
0.25328032803280326,-6.848565420529527e-23
0.2532963296329633,-7.573556222457564e-23
0.2533123312331233,-7.324757326382803e-23
0.2533283328332833,-7.874397952454975e-23
0.25334433443344334,-7.976593903230788e-23
0.25336033603360336,-8.21881034261185e-23
0.2533763376337634,-8.246545531617141e-23
0.2533923392339234,-8.857010340490804e-23
0.2534083408340834,-9.067966835558345e-23
0.25342434243424344,-9.065053055312909e-23
0.25344034403440346,-9.436350650728624e-23
0.25345634563456343,-9.3653605950587e-23
0.25347234723472345,-9.893093700553321e-23
0.25348834883488347,-1.0123887364648016e-22
0.2535043504350435,-1.0510260129182298e-22
0.2535203520352035,-1.034786313611525e-22
0.25353635363536353,-1.0617391445042887e-22
0.25355235523552355,-1.1331992896178007e-22
0.2535683568356836,-1.1021623013045156e-22
0.2535843584358436,-1.147928343626216e-22
0.2536003600360036,-1.1882109926981034e-22
0.25361636163616363,-1.2269318706513826e-22
0.25363236323632365,-1.2524327231976076e-22
0.2536483648364837,-1.3231007640247968e-22
0.25366436643664364,-1.2862881025087857e-22
0.25368036803680366,-1.3328994510205538e-22
0.2536963696369637,-1.4110303979744217e-22
0.2537123712371237,-1.416534877281484e-22
0.2537283728372837,-1.4376650673704291e-22
0.25374437443744374,-1.492700335897314e-22
0.25376037603760376,-1.5483534384651368e-22
0.2537763776377638,-1.5344988704593808e-22
0.2537923792379238,-1.5660661238180572e-22
0.2538083808380838,-1.6264447344790897e-22
0.25382438243824385,-1.6520311041020108e-22
0.25384038403840387,-1.6405516065535511e-22
0.25385638563856383,-1.7393555152250309e-22
0.25387238723872385,-1.733457072779549e-22
0.25388838883888387,-1.7397826358488507e-22
0.2539043904390439,-1.7846821036849744e-22
0.2539203920392039,-1.8196438859807445e-22
0.25393639363936393,-1.8310858168847814e-22
0.25395239523952395,-1.8618306229113223e-22
0.253968396839684,-1.9097621651509408e-22
0.253984398439844,-1.9849205218727664e-22
0.254000400040004,-1.999533747134624e-22
0.25401640164016404,-2.0497531605777868e-22
0.25403240324032406,-2.0232698608436228e-22
0.254048404840484,-2.1132887117127623e-22
0.25406440644064404,-2.1425103019236405e-22
0.25408040804080406,-2.097191504391502e-22
0.2540964096409641,-2.139826658566784e-22
0.2541124112411241,-2.215862036416808e-22
0.2541284128412841,-2.2345329395781804e-22
0.25414441444144414,-2.1881633409692826e-22
0.25416041604160416,-2.266790868091472e-22
0.2541764176417642,-2.2969451010862277e-22
0.2541924192419242,-2.3105591551328073e-22
0.2542084208420842,-2.316604141170019e-22
0.25422442244224425,-2.3216793340904913e-22
0.2542404240424042,-2.3259425280615043e-22
0.25425642564256423,-2.3730427343055554e-22
0.25427242724272425,-2.3664833439092923e-22
0.2542884288428843,-2.3784822145162367e-22
0.2543044304430443,-2.3979360042527054e-22
0.2543204320432043,-2.361793234598899e-22
0.25433643364336433,-2.401194613756289e-22
0.25435243524352436,-2.4463099255325626e-22
0.2543684368436844,-2.4030036875089513e-22
0.2543844384438444,-2.445103286710975e-22
0.2544004400440044,-2.4109559801339836e-22
0.25441644164416444,-2.4063479457563217e-22
0.25443244324432446,-2.424013923893862e-22
0.2544484448444844,-2.4257115799712833e-22
0.25446444644464444,-2.436029329278419e-22
0.25448044804480446,-2.3851707432021023e-22
0.2544964496449645,-2.4281499962044145e-22
0.2545124512451245,-2.4389169367763615e-22
0.2545284528452845,-2.411639661484505e-22
0.25454445444544455,-2.4230122564701446e-22
0.25456045604560457,-2.368453541700883e-22
0.2545764576457646,-2.4043152149326303e-22
0.2545924592459246,-2.3428055333186955e-22
0.2546084608460846,-2.3286150351156796e-22
0.25462446244624465,-2.296436550554237e-22
0.2546404640464046,-2.333418751257209e-22
0.25465646564656463,-2.270514515291039e-22
0.25467246724672465,-2.276257098004962e-22
0.2546884688468847,-2.2249323424954646e-22
0.2547044704470447,-2.266568866695121e-22
0.2547204720472047,-2.192984270982901e-22
0.25473647364736474,-2.1642799254986593e-22
0.25475247524752476,-2.1537984363908734e-22
0.2547684768476848,-2.1253640609162096e-22
0.2547844784478448,-2.1269444656243543e-22
0.2548004800480048,-2.0896785779214277e-22
0.25481648164816484,-2.0942022974834106e-22
0.25483248324832486,-2.0569267345525042e-22
0.2548484848484848,-2.0395927659506226e-22
0.25486448644864484,-2.0037117461325092e-22
0.25488048804880487,-1.9595786237359702e-22
0.2548964896489649,-1.900055642535922e-22
0.2549124912491249,-1.8691916429242703e-22
0.2549284928492849,-1.8977133735900488e-22
0.25494449444944495,-1.8437002528513473e-22
0.25496049604960497,-1.7970363566698093e-22
0.254976497649765,-1.7481878229800557e-22
0.254992499249925,-1.7863278595195127e-22
0.25500850085008503,-1.7069714508064579e-22
0.25502450245024505,-1.7006413692069555e-22
0.255040504050405,-1.670835256456619e-22
0.25505650565056504,-1.5987656026747146e-22
0.25507250725072506,-1.5769498713668654e-22
0.2550885088508851,-1.5525414304349618e-22
0.2551045104510451,-1.5677016985585723e-22
0.2551205120512051,-1.5075359922562552e-22
0.25513651365136514,-1.4977352535084807e-22
0.25515251525152516,-1.4753981524171952e-22
0.2551685168516852,-1.4299908137853666e-22
0.2551845184518452,-1.382955434222706e-22
0.2552005200520052,-1.4092674531918835e-22
0.25521652165216524,-1.3512308372634537e-22
0.2552325232523252,-1.3351120178070942e-22
0.2552485248524852,-1.3226017074462778e-22
0.25526452645264525,-1.2848670879598189e-22
0.25528052805280527,-1.2951466061506616e-22
0.2552965296529653,-1.2291791697137348e-22
0.2553125312531253,-1.2785759646229355e-22
0.25532853285328533,-1.2138018879753893e-22
0.25534453445344535,-1.1975697864856656e-22
0.25536053605360537,-1.1770141005259973e-22
0.2553765376537654,-1.1691276320560652e-22
0.2553925392539254,-1.1245968470934976e-22
0.25540854085408543,-1.1108333569193802e-22
0.2554245424542454,-1.134868127723913e-22
0.2554405440544054,-1.130854975854321e-22
0.25545654565456544,-1.0904104613158034e-22
0.25547254725472546,-1.1051989546152988e-22
0.2554885488548855,-1.0581093081998683e-22
0.2555045504550455,-1.1042279257143142e-22
0.2555205520552055,-1.066166912050064e-22
0.25553655365536554,-1.0463940001474427e-22
0.25555255525552556,-1.040289485463198e-22
0.2555685568556856,-1.0328711530455162e-22
0.2555845584558456,-1.0896653817045966e-22
0.2556005600560056,-1.0811197924667523e-22
0.25561656165616564,-1.0536431282121608e-22
0.2556325632563256,-1.0549951890305643e-22
0.2556485648564856,-1.0400449849950674e-22
0.25566456645664565,-1.0800388716888847e-22
0.25568056805680567,-1.0216095803023661e-22
0.2556965696569657,-1.0525292154114712e-22
0.2557125712571257,-1.0313254685254422e-22
0.25572857285728573,-1.1003372205619527e-22
0.25574457445744575,-1.0743438544783998e-22
0.25576057605760577,-1.0683307777456327e-22
0.2557765776577658,-1.0940950402280343e-22
0.2557925792579258,-1.057866701502822e-22
0.25580858085808583,-1.07925301137136e-22
0.2558245824582458,-1.0630072156075457e-22
0.2558405840584058,-1.106160533460259e-22
0.25585658565856584,-1.095356432915949e-22
0.25587258725872586,-1.1377691891127985e-22
0.2558885888588859,-1.1251839689413496e-22
0.2559045904590459,-1.1439220115252512e-22
0.2559205920592059,-1.1115373745740087e-22
0.25593659365936594,-1.1667611922626106e-22
0.25595259525952596,-1.1306707204378228e-22
0.255968596859686,-1.1362525394743796e-22
0.255984598459846,-1.1196942735434562e-22
0.256000600060006,-1.1576145946162649e-22
0.25601660166016604,-1.1425995743182346e-22
0.256032603260326,-1.1632431979217157e-22
0.25604860486048603,-1.19490625242289e-22
0.25606460646064605,-1.139788746572511e-22
0.25608060806080607,-1.1340604168239751e-22
0.2560966096609661,-1.1483020684133858e-22
0.2561126112611261,-1.1877751934452605e-22
0.25612861286128613,-1.179669653484859e-22
0.25614461446144615,-1.1463711901680055e-22
0.2561606160616062,-1.1594067167422843e-22
0.2561766176617662,-1.1547840040558322e-22
0.2561926192619262,-1.1847284267106513e-22
0.25620862086208623,-1.1936846082411862e-22
0.2562246224622462,-1.1390048106524223e-22
0.2562406240624062,-1.1252270064036168e-22
0.25625662566256624,-1.1385289140489333e-22
0.25627262726272626,-1.1082543742022772e-22
0.2562886288628863,-1.1109398162427938e-22
0.2563046304630463,-1.1105700575390156e-22
0.2563206320632063,-1.1018027378007946e-22
0.25633663366336634,-1.0908034642683384e-22
0.25635263526352636,-1.0455160498301581e-22
0.2563686368636864,-1.0769534174302162e-22
0.2563846384638464,-1.0626510660006717e-22
0.2564006400640064,-1.0288467592449385e-22
0.2564166416641664,-1.0434668834337543e-22
0.2564326432643264,-9.93518113875178e-23
0.25644864486448643,-9.675516942789606e-23
0.25646464646464645,-9.501992406784965e-23
0.25648064806480647,-9.176332279731199e-23
0.2564966496649665,-9.105831562253548e-23
0.2565126512651265,-8.978310856384367e-23
0.25652865286528653,-8.264517206542895e-23
0.25654465446544655,-8.045420731664763e-23
0.2565606560656066,-8.024190330792923e-23
0.2565766576657666,-7.783364691477894e-23
0.2565926592659266,-7.23608208901367e-23
0.2566086608660866,-7.29611589993602e-23
0.2566246624662466,-6.849795413803422e-23
0.2566406640664066,-6.647925345330561e-23
0.25665666566656664,-6.119493088969782e-23
0.25667266726672666,-5.671247888552944e-23
0.2566886688668867,-5.367298162652418e-23
0.2567046704670467,-4.9522169526241813e-23
0.2567206720672067,-5.139366805009599e-23
0.25673667366736674,-4.573496052193776e-23
0.25675267526752676,-3.9221152118971785e-23
0.2567686768676868,-3.7957948957351016e-23
0.2567846784678468,-3.1535228112490876e-23
0.2568006800680068,-2.867905570417327e-23
0.2568166816681668,-2.39508001722886e-23
0.2568326832683268,-2.291655070822443e-23
0.25684868486848683,-1.6827503266793084e-23
0.25686468646864685,-1.5852734682786574e-23
0.2568806880688069,-1.514352735493806e-23
0.2568966896689669,-5.167961281863659e-24
0.2569126912691269,-5.8476107845939005e-24
0.25692869286928693,-4.331435760951977e-25
0.25694469446944695,3.2211432809728987e-24
0.256960696069607,6.205931078935649e-24
0.256976697669767,9.243992284259361e-24
0.256992699269927,1.3941996746953966e-23
0.257008700870087,2.0118949589793717e-23
0.257024702470247,1.9140128717530433e-23
0.257040704070407,2.7539507562832334e-23
0.25705670567056704,2.9491633226078917e-23
0.25707270727072706,3.1332945520351476e-23
0.2570887088708871,3.586918130499191e-23
0.2571047104710471,3.956447069793647e-23
0.2571207120712071,4.2874341358853464e-23
0.25713671367136715,4.4585802722285936e-23
0.25715271527152717,4.665373551890203e-23
0.2571687168716872,4.907108658943645e-23
0.2571847184718472,5.160731957763775e-23
0.2572007200720072,5.705552247168333e-23
0.2572167216721672,5.905425836170838e-23
0.2572327232723272,6.135549917826254e-23
0.25724872487248723,6.48060164029264e-23
0.25726472647264725,6.628827104974205e-23
0.2572807280728073,6.949890777677075e-23
0.2572967296729673,7.140955288033114e-23
0.2573127312731273,7.595099400874367e-23
0.25732873287328734,7.844679556441088e-23
0.25734473447344736,7.768011273097086e-23
0.2573607360736074,8.095569073481997e-23
0.2573767376737674,8.125822496464949e-23
0.2573927392739274,8.377863184954627e-23
0.2574087408740874,8.637875447394544e-23
0.2574247424742474,8.720097965883503e-23
0.2574407440744074,9.035328313625291e-23
0.25745674567456744,8.979403720874658e-23
0.25747274727472746,8.875747490333625e-23
0.2574887488748875,9.104984568295604e-23
0.2575047504750475,9.035475958819616e-23
0.2575207520752075,9.262271690286845e-23
0.25753675367536755,9.415384168329153e-23
0.25755275527552757,9.308339273371131e-23
0.2575687568756876,9.821694095228136e-23
0.2575847584758476,9.77164856202831e-23
0.2576007600760076,9.889504265251305e-23
0.2576167616761676,9.686115828701557e-23
0.2576327632763276,9.976331677386768e-23
0.25764876487648763,9.695517798773983e-23
0.25766476647664766,1.0058356972607699e-22
0.2576807680768077,9.481536576985714e-23
0.2576967696769677,9.640343537140624e-23
0.2577127712771277,9.471624397648007e-23
0.25772877287728774,9.93221586545903e-23
0.25774477447744776,9.543182133077061e-23
0.2577607760776078,1.0021563474369365e-22
0.2577767776777678,9.987071631575904e-23
0.25779277927792776,9.708463131079048e-23
0.2578087808780878,9.467221813301054e-23
0.2578247824782478,9.508798297715574e-23
0.2578407840784078,9.677909478292048e-23
0.25785678567856785,9.512426425927969e-23
0.25787278727872787,9.614801001137432e-23
0.2578887888788879,9.35368221728375e-23
0.2579047904790479,9.750646120828528e-23
0.25792079207920793,9.674344741524101e-23
0.25793679367936795,9.257533739078117e-23
0.25795279527952797,9.118293509522981e-23
0.257968796879688,9.21863830090066e-23
0.257984798479848,9.210090093872573e-23
0.258000800080008,9.13933500217369e-23
0.258016801680168,9.324044741936384e-23
0.258032803280328,9.258938654239289e-23
0.25804880488048804,9.470128126957985e-23
0.25806480648064806,9.245638612596919e-23
0.2580808080808081,9.308882361044262e-23
0.2580968096809681,9.135644799934876e-23
0.2581128112811281,8.79990205221696e-23
0.25812881288128814,8.818527014716114e-23
0.25814481448144816,9.221342364003298e-23
0.2581608160816082,9.223541445860031e-23
0.2581768176817682,9.334605680474726e-23
0.25819281928192817,9.315779934094455e-23
0.2582088208820882,9.095508110331314e-23
0.2582248224822482,9.192732994856973e-23
0.2582408240824082,8.809105855735298e-23
0.25825682568256825,9.089287805269557e-23
0.25827282728272827,9.114242563034852e-23
0.2582888288828883,8.989580983494458e-23
0.2583048304830483,9.103101644937775e-23
0.25832083208320833,9.203274373251399e-23
0.25833683368336835,9.280828183572048e-23
0.25835283528352837,9.28185150242933e-23
0.2583688368836884,9.005131652557905e-23
0.2583848384838484,9.375225027468962e-23
0.2584008400840084,9.305490045841464e-23
0.2584168416841684,9.160972017076676e-23
0.2584328432843284,9.568557163972181e-23
0.25844884488448844,9.44042827314143e-23
0.25846484648464846,9.566768008762862e-23
0.2584808480848085,9.430888198486744e-23
0.2584968496849685,9.55194917311539e-23
0.2585128512851285,9.781816508407383e-23
0.25852885288528854,9.41997451820676e-23
0.25854485448544856,9.73759116494764e-23
0.2585608560856086,9.860434409115492e-23
0.2585768576857686,9.921507409918353e-23
0.25859285928592857,9.990313226943702e-23
0.2586088608860886,9.811691344903241e-23
0.2586248624862486,9.879581617275309e-23
0.25864086408640863,1.0174879543982066e-22
0.25865686568656865,1.0133929421914834e-22
0.25867286728672867,1.0042726004976182e-22
0.2586888688868887,9.825027963718436e-23
0.2587048704870487,1.0024856861017356e-22
0.25872087208720873,9.896975709758003e-23
0.25873687368736875,1.0023217739961862e-22
0.25875287528752877,1.027536998379603e-22
0.2587688768876888,9.947251310109335e-23
0.25878487848784876,1.0332521495821509e-22
0.2588008800880088,1.0336464522735685e-22
0.2588168816881688,9.900520355590901e-23
0.2588328832883288,1.0311744281773698e-22
0.25884888488848884,9.951671127897961e-23
0.25886488648864886,9.825169743786112e-23
0.2588808880888089,1.019344831810048e-22
0.2588968896889689,1.0058930132828132e-22
0.2589128912891289,1.0109502088264519e-22
0.25892889288928894,1.0036959555674273e-22
0.25894489448944896,9.599747056348243e-23
0.258960896089609,9.470156649078719e-23
0.25897689768976895,9.676501764444579e-23
0.25899289928992897,9.628110205998136e-23
0.259008900890089,9.220990317153823e-23
0.259024902490249,9.519228534851017e-23
0.25904090409040903,9.246913295252389e-23
0.25905690569056905,8.81203044284837e-23
0.25907290729072907,9.001928499279984e-23
0.2590889088908891,8.726599558630369e-23
0.2591049104910491,8.831313067901159e-23
0.25912091209120913,8.623198097048044e-23
0.25913691369136915,8.242751650111478e-23
0.2591529152915292,8.222670530561561e-23
0.2591689168916892,7.89500143909567e-23
0.25918491849184916,7.51539070602582e-23
0.2592009200920092,7.270905209232958e-23
0.2592169216921692,7.22715176643796e-23
0.2592329232923292,7.140950557557014e-23
0.25924892489248924,6.573055767223474e-23
0.25926492649264926,6.672340735912463e-23
0.2592809280928093,6.312918871464987e-23
0.2592969296929693,5.833059058902825e-23
0.2593129312931293,5.60303076424564e-23
0.25932893289328934,5.752478150709429e-23
0.25934493449344936,5.325930092925001e-23
0.2593609360936094,5.125928145244937e-23
0.25937693769376935,4.802628581827137e-23
0.25939293929392937,4.3847328132544344e-23
0.2594089408940894,4.2854432205403477e-23
0.2594249424942494,3.631171897067018e-23
0.25944094409440943,3.4648119853932395e-23
0.25945694569456945,3.285729142568274e-23
0.2594729472947295,2.9874657631162647e-23
0.2594889488948895,2.6552521004535686e-23
0.2595049504950495,2.296278524291327e-23
0.25952095209520953,2.0259603407849445e-23
0.25953695369536955,1.609310540107024e-23
0.2595529552955296,1.0488402831066165e-23
0.2595689568956896,1.0348538925388233e-23
0.25958495849584956,2.9103319111709095e-24
0.2596009600960096,3.609067454165258e-24
0.2596169616961696,-1.1215112380581107e-24
0.2596329632963296,-3.317026122409849e-24
0.25964896489648964,-9.883171515948864e-24
0.25966496649664966,-1.4104449320383408e-23
0.2596809680968097,-1.4404035112069137e-23
0.2596969696969697,-1.7426893480817456e-23
0.2597129712971297,-2.1223993866204615e-23
0.25972897289728974,-2.4579975543287697e-23
0.25974497449744977,-2.7417241029941094e-23
0.2597609760976098,-2.9896840269965314e-23
0.25977697769776975,-3.510702535530174e-23
0.25979297929792977,-3.500609963944652e-23
0.2598089808980898,-3.8213390714579105e-23
0.2598249824982498,-4.133705521091087e-23
0.25984098409840983,-4.528768441572253e-23
0.25985698569856985,-4.67541116157573e-23
0.2598729872987299,-4.926364881543353e-23
0.2598889888988899,-5.56564979478515e-23
0.2599049904990499,-5.484293231377347e-23
0.25992099209920994,-5.835125103745463e-23
0.25993699369936996,-6.101229404340958e-23
0.25995299529953,-6.539407359654541e-23
0.25996899689968994,-6.404243168301628e-23
0.25998499849984996,-6.876296445405733e-23
0.26000100010001,-7.073880299803247e-23
0.26001700170017,-7.351614985796112e-23
0.26003300330033,-7.478698623902905e-23
0.26004900490049004,-7.781763073549445e-23
0.26006500650065006,-7.820722628378223e-23
0.2600810081008101,-7.961905993111703e-23
0.2600970097009701,-7.898584150328513e-23
0.2601130113011301,-8.22332665675843e-23
0.26012901290129015,-8.546423161783735e-23
0.26014501450145017,-8.485148341975689e-23
0.26016101610161013,-8.452005032068783e-23
0.26017701770177015,-8.714137203716948e-23
0.2601930193019302,-9.018363862316753e-23
0.2602090209020902,-8.886545802146152e-23
0.2602250225022502,-9.061577932381372e-23
0.26024102410241023,-9.283247853489771e-23
0.26025702570257025,-9.244277851362741e-23
0.2602730273027303,-9.0562445129315e-23
0.2602890289028903,-9.288452906361254e-23
0.2603050305030503,-9.299374252253364e-23
0.26032103210321034,-9.295072849833751e-23
0.26033703370337036,-9.309437237026962e-23
0.2603530353035304,-9.286723970363484e-23
0.26036903690369034,-9.466255065949607e-23
0.26038503850385036,-9.696939323464884e-23
0.2604010401040104,-9.500371230402838e-23
0.2604170417041704,-9.752058280550369e-23
0.2604330433043304,-9.60140783318796e-23
0.26044904490449045,-9.3965070560877e-23
0.26046504650465047,-9.588849507212166e-23
0.2604810481048105,-9.38638787403828e-23
0.2604970497049705,-9.38208627783184e-23
0.2605130513051305,-9.504962752226901e-23
0.26052905290529055,-9.546734918751822e-23
0.26054505450545057,-9.469097850077111e-23
0.26056105610561053,-9.540931336164542e-23
0.26057705770577055,-9.334861488493183e-23
0.2605930593059306,-9.354499591533116e-23
0.2606090609060906,-9.523129066384338e-23
0.2606250625062506,-9.306393776362281e-23
0.26064106410641064,-9.591654844834392e-23
0.26065706570657066,-9.303985801427458e-23
0.2606730673067307,-9.396763111303408e-23
